age,job,marital,education,default,balance,housing,loan,contact,date,duration,campaign,pdays,previous,poutcome,Purchased?
54,blue-collar,married,secondary,no,898,no,no,telephone,7/30/2017,641,2,-1,0,unknown,no
38,unemployed,single,secondary,no,7159,no,no,telephone,7/30/2017,285,2,-1,0,unknown,no
47,blue-collar,married,primary,no,320,no,no,telephone,7/30/2017,203,2,-1,0,unknown,no
48,unknown,married,unknown,no,286,no,no,cellular,7/30/2017,166,2,-1,0,unknown,no
52,admin.,married,secondary,no,686,no,no,cellular,7/30/2017,544,2,-1,0,unknown,no
42,services,single,unknown,no,974,no,no,cellular,7/30/2017,73,2,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,0,no,no,cellular,7/30/2017,250,5,-1,0,unknown,no
58,management,divorced,secondary,no,3161,no,no,telephone,7/30/2017,542,2,-1,0,unknown,yes
47,self-employed,married,tertiary,no,192,no,no,telephone,7/30/2017,120,6,-1,0,unknown,no
53,management,divorced,tertiary,no,93,no,no,cellular,7/30/2017,219,2,-1,0,unknown,no
49,technician,married,secondary,no,1091,no,no,telephone,7/30/2017,47,2,-1,0,unknown,no
29,technician,married,secondary,no,3615,yes,no,cellular,7/30/2017,93,3,-1,0,unknown,no
43,technician,single,secondary,no,54,yes,no,cellular,7/30/2017,62,2,-1,0,unknown,no
52,housemaid,married,tertiary,no,43,no,no,cellular,7/30/2017,32,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,-269,yes,no,telephone,7/30/2017,100,6,-1,0,unknown,no
57,retired,married,tertiary,no,11254,no,no,cellular,7/30/2017,229,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,0,no,no,cellular,7/30/2017,25,2,-1,0,unknown,no
37,admin.,divorced,tertiary,no,43,yes,no,cellular,7/30/2017,65,2,-1,0,unknown,no
37,housemaid,married,unknown,no,0,no,no,telephone,7/30/2017,195,4,-1,0,unknown,no
50,technician,divorced,secondary,no,1303,no,no,telephone,7/30/2017,274,2,-1,0,unknown,no
44,technician,single,secondary,no,3438,yes,no,telephone,7/30/2017,68,2,-1,0,unknown,no
53,blue-collar,divorced,primary,no,235,no,no,cellular,7/30/2017,241,2,-1,0,unknown,no
48,unemployed,single,primary,no,63,no,no,cellular,7/30/2017,29,4,-1,0,unknown,no
55,management,married,primary,no,3293,no,no,telephone,7/30/2017,64,2,-1,0,unknown,no
56,blue-collar,married,unknown,no,260,yes,no,telephone,7/30/2017,250,2,-1,0,unknown,no
50,admin.,single,primary,no,1367,no,no,telephone,7/30/2017,270,2,-1,0,unknown,no
41,management,married,tertiary,no,1715,no,yes,cellular,7/30/2017,695,2,-1,0,unknown,no
56,housemaid,single,secondary,no,68,no,yes,cellular,7/30/2017,85,3,-1,0,unknown,no
53,entrepreneur,single,unknown,no,717,no,no,cellular,7/30/2017,594,2,-1,0,unknown,no
48,unemployed,married,primary,no,608,no,no,cellular,7/30/2017,362,2,-1,0,unknown,no
38,technician,single,tertiary,no,2350,no,no,cellular,7/30/2017,101,2,-1,0,unknown,no
41,management,married,tertiary,no,636,yes,no,telephone,7/30/2017,80,2,-1,0,unknown,no
43,services,married,secondary,no,-1,no,no,cellular,7/30/2017,605,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,241,yes,no,telephone,7/30/2017,42,3,-1,0,unknown,no
26,blue-collar,married,secondary,no,0,yes,yes,telephone,7/30/2017,51,20,-1,0,unknown,no
31,self-employed,married,tertiary,no,0,yes,no,cellular,7/30/2017,1037,24,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,no,cellular,7/30/2017,71,5,-1,0,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,7/30/2017,351,2,-1,0,unknown,no
45,technician,divorced,secondary,no,245,yes,no,cellular,7/30/2017,76,3,-1,0,unknown,no
50,blue-collar,married,secondary,no,917,yes,no,cellular,7/30/2017,58,2,-1,0,unknown,no
45,unemployed,married,tertiary,no,579,yes,no,cellular,7/30/2017,141,2,-1,0,unknown,no
55,services,divorced,secondary,no,1817,no,no,cellular,7/30/2017,404,4,-1,0,unknown,no
54,retired,single,secondary,no,10621,no,no,cellular,7/30/2017,187,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,241,yes,yes,cellular,7/30/2017,55,25,-1,0,unknown,no
30,housemaid,married,primary,no,462,no,yes,cellular,7/30/2017,274,3,-1,0,unknown,no
51,blue-collar,married,secondary,no,0,no,no,telephone,7/30/2017,145,4,-1,0,unknown,no
49,technician,married,primary,no,1415,yes,no,cellular,7/30/2017,269,2,-1,0,unknown,no
45,entrepreneur,married,secondary,no,-479,yes,no,cellular,7/30/2017,167,2,-1,0,unknown,no
51,retired,divorced,primary,no,1193,yes,no,cellular,7/30/2017,85,2,-1,0,unknown,no
43,blue-collar,single,secondary,no,99,no,no,cellular,7/30/2017,226,2,-1,0,unknown,no
44,management,married,secondary,no,488,no,yes,cellular,7/30/2017,292,11,-1,0,unknown,no
47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,7/30/2017,71,2,-1,0,unknown,no
53,technician,married,secondary,no,-440,no,no,cellular,7/30/2017,14,33,-1,0,unknown,no
27,self-employed,single,secondary,no,152,no,no,cellular,7/30/2017,80,3,-1,0,unknown,no
51,technician,divorced,secondary,no,43,no,no,cellular,7/30/2017,220,2,-1,0,unknown,no
55,services,married,secondary,no,96,no,no,telephone,7/30/2017,340,2,-1,0,unknown,no
45,blue-collar,single,unknown,no,713,no,no,cellular,7/30/2017,148,2,-1,0,unknown,no
51,blue-collar,divorced,primary,no,837,no,no,telephone,7/30/2017,41,2,-1,0,unknown,no
36,management,married,tertiary,no,6641,no,no,cellular,7/30/2017,105,4,-1,0,unknown,no
39,blue-collar,married,primary,no,1014,no,no,cellular,7/30/2017,261,4,-1,0,unknown,no
54,management,single,secondary,no,602,no,no,cellular,7/30/2017,101,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,3,no,yes,telephone,7/30/2017,154,2,-1,0,unknown,no
44,blue-collar,married,primary,no,0,yes,no,cellular,7/30/2017,83,2,-1,0,unknown,no
46,technician,married,secondary,no,0,no,no,cellular,7/30/2017,77,2,-1,0,unknown,no
38,services,married,secondary,no,105,no,no,cellular,7/30/2017,244,2,-1,0,unknown,no
30,services,divorced,secondary,no,0,yes,yes,cellular,7/30/2017,102,3,-1,0,unknown,no
46,management,married,secondary,yes,-333,no,yes,cellular,7/30/2017,597,2,-1,0,unknown,no
52,management,married,tertiary,no,0,yes,no,cellular,7/30/2017,161,6,-1,0,unknown,no
41,management,single,tertiary,no,1373,no,no,cellular,7/30/2017,81,2,-1,0,unknown,no
45,technician,married,primary,no,6535,no,no,cellular,7/30/2017,639,2,-1,0,unknown,no
44,services,married,secondary,no,2439,yes,no,cellular,7/30/2017,133,2,-1,0,unknown,no
36,entrepreneur,single,secondary,no,296,no,no,cellular,7/30/2017,122,2,-1,0,unknown,no
35,services,married,secondary,no,5,no,no,cellular,7/30/2017,153,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1149,no,no,cellular,7/30/2017,41,2,-1,0,unknown,no
56,retired,married,secondary,no,485,no,no,cellular,7/30/2017,70,2,-1,0,unknown,no
32,unemployed,married,tertiary,no,7,yes,no,cellular,7/30/2017,29,3,-1,0,unknown,no
58,management,married,secondary,no,2739,yes,no,cellular,7/30/2017,86,6,-1,0,unknown,no
54,admin.,married,primary,no,0,no,no,cellular,7/30/2017,255,2,-1,0,unknown,no
39,services,married,secondary,no,861,yes,no,cellular,7/30/2017,218,4,-1,0,unknown,no
56,unemployed,married,secondary,no,1340,no,yes,telephone,7/30/2017,197,6,-1,0,unknown,no
56,management,married,tertiary,no,247,no,no,cellular,7/30/2017,44,2,-1,0,unknown,no
60,retired,married,secondary,no,5632,yes,no,cellular,7/30/2017,380,7,-1,0,unknown,no
44,unemployed,single,primary,yes,-4,no,yes,cellular,7/30/2017,788,2,-1,0,unknown,yes
36,unemployed,divorced,secondary,no,2178,yes,no,cellular,7/30/2017,74,2,-1,0,unknown,no
54,technician,married,secondary,no,273,yes,no,cellular,7/30/2017,55,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,7/30/2017,61,3,-1,0,unknown,no
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,7/30/2017,988,2,-1,0,unknown,yes
54,admin.,divorced,secondary,no,1383,yes,yes,cellular,7/30/2017,622,4,-1,0,unknown,no
47,management,divorced,tertiary,no,8226,yes,no,cellular,7/30/2017,137,2,-1,0,unknown,no
55,unemployed,married,secondary,no,4372,yes,no,cellular,7/30/2017,122,2,-1,0,unknown,no
45,admin.,divorced,unknown,no,998,yes,no,telephone,7/30/2017,38,2,-1,0,unknown,no
42,blue-collar,single,primary,no,92,no,no,cellular,7/30/2017,86,2,-1,0,unknown,no
44,housemaid,divorced,primary,no,629,no,no,cellular,7/30/2017,432,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,1203,no,no,cellular,7/30/2017,227,8,-1,0,unknown,no
39,admin.,married,secondary,no,-139,no,no,cellular,7/30/2017,120,2,-1,0,unknown,no
40,management,divorced,tertiary,no,69,yes,no,cellular,7/30/2017,149,2,-1,0,unknown,no
55,management,married,tertiary,no,-375,no,no,cellular,7/30/2017,814,2,-1,0,unknown,yes
50,blue-collar,married,secondary,no,0,no,no,cellular,7/30/2017,144,9,-1,0,unknown,no
31,technician,married,secondary,no,0,yes,no,cellular,7/30/2017,126,3,-1,0,unknown,no
45,management,married,primary,no,321,yes,no,cellular,7/30/2017,918,4,-1,0,unknown,no
57,blue-collar,married,primary,yes,195,no,yes,telephone,7/30/2017,185,4,-1,0,unknown,no
52,unemployed,married,primary,no,959,no,no,telephone,7/30/2017,694,2,-1,0,unknown,yes
44,management,divorced,tertiary,no,6486,no,no,cellular,7/30/2017,272,4,-1,0,unknown,no
56,self-employed,married,secondary,no,784,no,yes,cellular,7/30/2017,149,2,-1,0,unknown,no
37,services,married,secondary,no,4151,yes,yes,cellular,7/30/2017,543,4,-1,0,unknown,yes
44,services,married,secondary,no,1335,yes,no,cellular,7/30/2017,94,5,-1,0,unknown,no
59,management,married,primary,no,3831,no,no,telephone,7/30/2017,87,4,-1,0,unknown,no
60,retired,divorced,secondary,no,1091,no,no,cellular,7/30/2017,441,5,-1,0,unknown,yes
47,technician,married,tertiary,no,0,yes,yes,cellular,7/30/2017,89,2,-1,0,unknown,no
53,self-employed,married,primary,no,4576,no,no,telephone,7/30/2017,82,2,-1,0,unknown,no
29,housemaid,married,secondary,no,1082,no,yes,cellular,7/30/2017,77,4,-1,0,unknown,no
52,blue-collar,single,secondary,no,359,yes,no,cellular,7/30/2017,444,2,-1,0,unknown,no
53,technician,married,secondary,no,1389,no,no,telephone,7/30/2017,34,4,-1,0,unknown,no
59,retired,married,secondary,no,0,yes,no,cellular,7/30/2017,73,4,-1,0,unknown,no
42,blue-collar,married,unknown,no,-406,yes,no,cellular,7/30/2017,152,5,-1,0,unknown,no
56,retired,divorced,secondary,no,1005,no,yes,cellular,7/30/2017,69,4,-1,0,unknown,no
37,blue-collar,single,primary,no,554,yes,no,cellular,7/30/2017,74,3,-1,0,unknown,no
44,unemployed,married,primary,no,51,no,no,cellular,7/30/2017,289,4,-1,0,unknown,no
38,entrepreneur,married,primary,no,0,yes,no,cellular,7/30/2017,172,4,-1,0,unknown,no
44,blue-collar,married,primary,no,276,yes,no,cellular,7/30/2017,535,2,-1,0,unknown,no
31,management,married,tertiary,no,18,yes,no,cellular,7/30/2017,72,19,-1,0,unknown,no
41,management,single,unknown,no,335,no,no,cellular,7/30/2017,44,4,-1,0,unknown,no
46,technician,divorced,secondary,no,2862,yes,yes,cellular,7/30/2017,132,3,-1,0,unknown,no
41,services,married,unknown,yes,-1,no,yes,cellular,7/30/2017,1171,4,-1,0,unknown,yes
38,technician,married,secondary,yes,238,no,no,cellular,7/30/2017,376,8,-1,0,unknown,no
44,admin.,married,secondary,no,1305,no,no,cellular,7/30/2017,72,4,-1,0,unknown,no
59,retired,married,secondary,no,3414,no,no,telephone,7/30/2017,117,6,-1,0,unknown,no
57,housemaid,divorced,primary,no,3819,no,no,telephone,7/30/2017,1001,2,-1,0,unknown,no
36,management,married,tertiary,no,96,no,no,cellular,7/30/2017,729,4,-1,0,unknown,yes
58,unemployed,single,secondary,no,1013,yes,no,cellular,7/30/2017,341,5,-1,0,unknown,no
35,admin.,divorced,secondary,no,0,no,no,cellular,7/30/2017,186,6,-1,0,unknown,no
41,blue-collar,divorced,primary,no,0,no,no,cellular,7/30/2017,509,2,-1,0,unknown,yes
52,self-employed,married,secondary,no,1498,yes,no,cellular,7/30/2017,1078,11,-1,0,unknown,no
53,services,married,secondary,no,1194,no,no,telephone,7/30/2017,166,4,-1,0,unknown,no
51,technician,married,secondary,yes,61,no,yes,telephone,7/30/2017,27,20,-1,0,unknown,no
38,unemployed,single,secondary,no,223,yes,no,cellular,7/30/2017,698,4,-1,0,unknown,no
35,management,married,tertiary,no,648,no,no,cellular,7/30/2017,674,2,-1,0,unknown,no
55,management,single,secondary,no,1507,yes,no,cellular,7/30/2017,114,3,-1,0,unknown,no
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,7/30/2017,340,2,-1,0,unknown,no
40,technician,married,secondary,no,286,no,no,cellular,7/30/2017,106,4,-1,0,unknown,no
46,self-employed,single,primary,no,2032,no,no,cellular,7/30/2017,424,2,-1,0,unknown,no
29,blue-collar,single,tertiary,no,11310,yes,no,cellular,7/30/2017,436,3,-1,0,unknown,no
40,technician,married,secondary,no,657,yes,no,cellular,7/30/2017,159,2,-1,0,unknown,no
50,blue-collar,divorced,primary,no,-333,no,yes,cellular,7/30/2017,208,2,-1,0,unknown,no
46,admin.,divorced,tertiary,no,-363,no,yes,cellular,7/30/2017,96,11,-1,0,unknown,no
35,blue-collar,married,primary,no,0,yes,no,cellular,7/30/2017,359,2,-1,0,unknown,no
36,admin.,single,secondary,no,1328,no,no,cellular,7/30/2017,69,9,-1,0,unknown,no
53,unemployed,single,secondary,no,4,no,no,cellular,7/30/2017,259,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,7/30/2017,225,4,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,230,no,no,telephone,7/30/2017,1089,4,-1,0,unknown,yes
56,retired,married,primary,no,152,yes,yes,cellular,7/30/2017,65,7,-1,0,unknown,no
40,entrepreneur,married,secondary,no,0,yes,no,cellular,7/30/2017,106,23,-1,0,unknown,no
43,self-employed,divorced,primary,no,0,no,no,cellular,7/30/2017,266,6,-1,0,unknown,no
44,housemaid,married,primary,no,-156,no,yes,cellular,7/30/2017,1211,2,-1,0,unknown,yes
53,entrepreneur,married,tertiary,no,1046,yes,yes,cellular,7/30/2017,50,20,-1,0,unknown,no
60,retired,married,primary,no,0,no,no,telephone,7/30/2017,130,3,-1,0,unknown,no
37,blue-collar,married,primary,no,11,no,no,telephone,7/30/2017,109,8,-1,0,unknown,no
51,admin.,married,secondary,yes,-160,no,yes,cellular,7/30/2017,118,4,-1,0,unknown,no
59,management,married,tertiary,no,1308,no,no,cellular,7/30/2017,183,4,-1,0,unknown,no
60,housemaid,married,primary,no,726,no,yes,cellular,7/30/2017,94,5,-1,0,unknown,no
41,unknown,married,unknown,no,779,no,no,cellular,7/30/2017,647,10,-1,0,unknown,no
32,services,married,secondary,no,-31,no,yes,telephone,7/30/2017,96,6,-1,0,unknown,no
54,technician,married,secondary,no,114,no,no,cellular,7/30/2017,458,3,-1,0,unknown,yes
41,services,married,secondary,no,1785,no,no,cellular,7/30/2017,225,7,-1,0,unknown,no
26,blue-collar,single,secondary,no,179,no,no,cellular,7/30/2017,103,3,-1,0,unknown,no
30,admin.,single,secondary,no,1223,yes,no,cellular,7/30/2017,112,5,-1,0,unknown,no
47,blue-collar,married,primary,no,269,yes,no,cellular,7/30/2017,145,5,-1,0,unknown,no
42,blue-collar,married,secondary,no,2374,no,no,cellular,7/30/2017,143,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,328,yes,no,telephone,7/30/2017,216,9,-1,0,unknown,no
30,technician,married,tertiary,no,-340,yes,yes,telephone,7/30/2017,156,8,-1,0,unknown,no
34,management,single,secondary,no,356,yes,no,cellular,7/30/2017,52,7,-1,0,unknown,no
45,technician,married,secondary,no,1841,yes,no,cellular,7/30/2017,154,2,-1,0,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,7/30/2017,1165,7,-1,0,unknown,no
54,management,single,secondary,no,555,no,yes,cellular,7/30/2017,117,11,-1,0,unknown,no
36,technician,divorced,secondary,no,664,yes,yes,cellular,7/30/2017,266,4,-1,0,unknown,no
35,blue-collar,single,unknown,no,217,yes,no,cellular,7/30/2017,107,11,-1,0,unknown,no
39,services,married,secondary,no,1116,yes,no,cellular,7/30/2017,486,2,-1,0,unknown,no
53,technician,married,secondary,no,6671,yes,yes,cellular,7/30/2017,72,9,-1,0,unknown,no
40,admin.,divorced,secondary,no,4,no,no,cellular,7/30/2017,63,3,-1,0,unknown,no
37,student,divorced,tertiary,no,0,no,no,telephone,7/30/2017,100,6,-1,0,unknown,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,7/30/2017,174,6,-1,0,unknown,no
25,admin.,married,secondary,no,242,yes,no,cellular,7/30/2017,62,12,-1,0,unknown,no
30,services,married,secondary,no,-176,yes,no,cellular,7/30/2017,47,31,-1,0,unknown,no
32,admin.,married,secondary,no,167,yes,no,cellular,7/30/2017,103,6,-1,0,unknown,no
55,blue-collar,single,secondary,no,197,no,no,cellular,7/30/2017,95,6,-1,0,unknown,no
58,management,married,tertiary,no,591,yes,no,cellular,7/30/2017,233,3,-1,0,unknown,no
30,services,single,secondary,no,726,yes,yes,cellular,7/30/2017,109,3,-1,0,unknown,no
44,management,married,secondary,no,-665,no,no,cellular,7/30/2017,342,3,-1,0,unknown,no
27,housemaid,married,primary,no,3,yes,yes,cellular,7/30/2017,64,4,-1,0,unknown,no
26,admin.,single,secondary,no,443,no,no,cellular,7/30/2017,84,3,-1,0,unknown,no
31,entrepreneur,married,secondary,no,1302,yes,no,cellular,7/30/2017,89,3,-1,0,unknown,no
50,management,married,tertiary,no,398,no,no,telephone,7/30/2017,1567,5,-1,0,unknown,no
33,admin.,married,secondary,no,0,yes,no,cellular,7/30/2017,41,5,-1,0,unknown,no
44,unknown,single,secondary,no,2023,no,no,cellular,7/30/2017,67,21,-1,0,unknown,no
45,technician,married,secondary,no,2922,no,no,cellular,7/30/2017,153,3,-1,0,unknown,no
60,housemaid,married,unknown,no,15681,no,no,cellular,7/30/2017,140,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,-179,yes,no,cellular,7/30/2017,335,6,-1,0,unknown,no
55,management,married,tertiary,no,33,yes,no,cellular,7/30/2017,246,3,-1,0,unknown,no
35,unemployed,single,secondary,no,0,no,no,cellular,7/30/2017,740,3,-1,0,unknown,no
38,management,married,tertiary,no,-299,yes,no,cellular,7/30/2017,86,3,-1,0,unknown,no
46,retired,married,secondary,no,119,no,yes,cellular,7/30/2017,85,2,-1,0,unknown,no
59,management,married,tertiary,no,332,yes,yes,cellular,7/30/2017,35,2,-1,0,unknown,no
58,retired,divorced,tertiary,no,-1598,yes,no,cellular,7/30/2017,104,7,-1,0,unknown,no
52,management,divorced,tertiary,no,147,no,no,cellular,7/30/2017,90,4,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,221,no,no,cellular,7/30/2017,149,13,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,1553,no,no,cellular,7/30/2017,85,3,-1,0,unknown,no
55,self-employed,married,primary,no,2349,no,yes,telephone,7/30/2017,350,3,-1,0,unknown,no
35,management,married,tertiary,no,-468,yes,no,cellular,7/30/2017,540,8,-1,0,unknown,yes
30,admin.,single,secondary,no,330,no,yes,cellular,7/30/2017,115,5,-1,0,unknown,no
42,services,divorced,secondary,no,732,no,no,cellular,7/30/2017,109,3,-1,0,unknown,no
53,management,single,tertiary,no,0,no,no,cellular,7/30/2017,595,1,-1,0,unknown,no
49,technician,married,secondary,no,1712,yes,no,cellular,7/30/2017,155,3,-1,0,unknown,no
52,management,divorced,tertiary,no,0,yes,yes,cellular,7/30/2017,278,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,285,yes,yes,telephone,7/30/2017,242,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,3188,yes,no,cellular,7/30/2017,288,3,-1,0,unknown,no
54,unemployed,divorced,secondary,no,3721,yes,no,cellular,7/30/2017,163,1,-1,0,unknown,no
58,management,married,tertiary,no,230,yes,no,telephone,7/30/2017,339,10,-1,0,unknown,no
60,retired,married,secondary,no,194,no,yes,cellular,7/30/2017,61,5,-1,0,unknown,no
43,technician,single,secondary,no,34,no,no,telephone,7/30/2017,29,1,-1,0,unknown,no
41,services,divorced,secondary,no,97,no,no,cellular,7/30/2017,244,3,-1,0,unknown,no
53,retired,married,primary,no,0,no,no,cellular,7/30/2017,123,1,-1,0,unknown,no
37,management,single,tertiary,no,2173,no,no,cellular,7/30/2017,352,1,-1,0,unknown,no
56,management,divorced,tertiary,no,66,no,yes,cellular,7/30/2017,72,4,-1,0,unknown,no
57,services,divorced,secondary,no,4664,no,no,cellular,7/30/2017,103,1,-1,0,unknown,no
31,technician,divorced,secondary,no,-174,no,yes,cellular,7/30/2017,113,10,-1,0,unknown,no
57,blue-collar,married,primary,no,133,no,yes,cellular,7/30/2017,173,4,-1,0,unknown,no
44,self-employed,single,secondary,no,0,no,no,cellular,7/30/2017,187,3,-1,0,unknown,no
40,admin.,married,secondary,yes,-444,no,yes,telephone,7/30/2017,168,8,-1,0,unknown,no
43,housemaid,married,primary,no,410,yes,yes,cellular,7/30/2017,50,2,-1,0,unknown,no
51,housemaid,married,primary,no,0,yes,no,telephone,7/30/2017,191,3,-1,0,unknown,no
40,services,married,secondary,no,251,yes,no,cellular,7/30/2017,153,6,-1,0,unknown,no
59,management,single,tertiary,no,1180,no,no,cellular,7/30/2017,22,3,-1,0,unknown,no
39,self-employed,single,tertiary,no,3972,no,no,cellular,7/30/2017,122,3,-1,0,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,7/30/2017,251,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,856,yes,yes,cellular,7/30/2017,95,5,-1,0,unknown,no
58,blue-collar,married,primary,no,128,yes,no,telephone,7/30/2017,49,5,-1,0,unknown,no
55,management,married,tertiary,no,2366,yes,yes,cellular,7/30/2017,94,4,-1,0,unknown,no
55,unemployed,married,secondary,no,2489,no,no,cellular,7/30/2017,207,1,-1,0,unknown,no
53,unemployed,married,secondary,no,2248,yes,no,cellular,7/30/2017,122,1,-1,0,unknown,no
42,services,married,unknown,no,1340,no,yes,cellular,7/30/2017,88,5,-1,0,unknown,no
44,services,married,secondary,no,1326,no,no,cellular,7/30/2017,96,1,-1,0,unknown,no
40,self-employed,single,tertiary,no,819,no,no,cellular,7/30/2017,100,3,-1,0,unknown,no
59,retired,divorced,secondary,no,679,no,no,cellular,7/30/2017,761,4,-1,0,unknown,yes
45,technician,divorced,secondary,no,167,no,no,cellular,7/30/2017,97,11,-1,0,unknown,no
46,unemployed,divorced,secondary,no,0,no,no,cellular,7/30/2017,638,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,384,no,yes,cellular,7/30/2017,142,3,-1,0,unknown,no
42,entrepreneur,married,unknown,no,206,yes,no,cellular,7/30/2017,695,2,-1,0,unknown,yes
45,management,married,tertiary,no,1300,no,no,cellular,7/30/2017,135,3,-1,0,unknown,no
37,admin.,married,unknown,no,892,yes,no,cellular,7/30/2017,269,17,-1,0,unknown,no
57,retired,divorced,secondary,no,39,yes,no,cellular,7/30/2017,354,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,305,no,no,telephone,7/30/2017,169,3,-1,0,unknown,no
56,services,married,secondary,no,5486,yes,no,cellular,7/30/2017,251,3,-1,0,unknown,no
27,management,single,tertiary,no,1,yes,no,cellular,7/30/2017,764,4,-1,0,unknown,yes
46,entrepreneur,married,secondary,no,4000,no,no,cellular,7/30/2017,251,3,-1,0,unknown,no
60,housemaid,married,primary,no,921,no,no,telephone,7/30/2017,23,15,-1,0,unknown,no
46,technician,married,tertiary,no,16,no,no,cellular,7/30/2017,121,3,-1,0,unknown,no
48,admin.,married,tertiary,no,1015,no,yes,telephone,7/30/2017,100,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,7/30/2017,184,6,-1,0,unknown,no
36,admin.,married,secondary,no,251,no,no,cellular,7/30/2017,180,7,-1,0,unknown,no
30,self-employed,single,tertiary,no,166,no,no,cellular,7/30/2017,151,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,29,no,no,cellular,7/30/2017,130,3,-1,0,unknown,no
47,management,married,tertiary,no,337,no,no,telephone,7/30/2017,300,5,-1,0,unknown,no
59,management,married,tertiary,no,123,yes,no,cellular,7/30/2017,70,6,-1,0,unknown,no
30,admin.,single,secondary,no,285,yes,no,cellular,7/30/2017,68,11,-1,0,unknown,no
29,blue-collar,married,secondary,no,1175,yes,yes,cellular,7/30/2017,141,4,-1,0,unknown,no
51,services,married,secondary,no,-437,no,yes,cellular,7/30/2017,130,3,-1,0,unknown,no
53,management,divorced,tertiary,yes,0,yes,yes,cellular,7/30/2017,75,5,-1,0,unknown,no
45,management,married,tertiary,no,81,no,yes,cellular,7/30/2017,61,3,-1,0,unknown,no
58,technician,married,secondary,no,86,no,no,cellular,7/30/2017,95,3,-1,0,unknown,no
56,unemployed,divorced,tertiary,no,0,yes,no,cellular,7/30/2017,1259,6,-1,0,unknown,no
27,technician,single,secondary,no,489,yes,no,cellular,7/30/2017,356,4,-1,0,unknown,yes
34,admin.,married,primary,no,412,yes,no,cellular,7/30/2017,134,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,-288,no,yes,cellular,7/30/2017,311,4,-1,0,unknown,no
49,admin.,divorced,secondary,no,769,no,no,cellular,7/30/2017,157,4,-1,0,unknown,no
27,housemaid,single,secondary,yes,-319,no,yes,cellular,7/30/2017,89,2,-1,0,unknown,no
46,management,married,tertiary,no,37,yes,no,cellular,7/30/2017,239,4,-1,0,unknown,no
36,housemaid,married,primary,no,78,yes,no,telephone,7/30/2017,2692,9,-1,0,unknown,yes
30,management,single,secondary,no,-62,no,yes,cellular,7/30/2017,117,17,-1,0,unknown,no
56,technician,divorced,unknown,no,1939,yes,no,cellular,7/30/2017,121,3,-1,0,unknown,no
59,housemaid,divorced,primary,no,2518,no,no,cellular,7/30/2017,675,3,-1,0,unknown,yes
38,technician,single,unknown,no,1923,no,no,cellular,7/30/2017,331,4,-1,0,unknown,no
43,admin.,married,secondary,no,2682,no,no,cellular,7/30/2017,103,8,-1,0,unknown,no
39,management,married,tertiary,no,346,no,no,cellular,7/30/2017,230,3,-1,0,unknown,no
48,self-employed,married,tertiary,no,0,no,no,cellular,7/30/2017,100,5,-1,0,unknown,no
27,services,divorced,secondary,no,397,no,yes,cellular,7/30/2017,192,3,-1,0,unknown,no
43,blue-collar,single,primary,no,2,yes,no,cellular,7/30/2017,783,3,-1,0,unknown,no
34,technician,single,tertiary,no,184,yes,no,cellular,7/30/2017,87,3,-1,0,unknown,no
44,services,married,secondary,no,972,yes,no,cellular,7/30/2017,294,3,-1,0,unknown,no
40,management,single,tertiary,no,89,yes,no,cellular,7/30/2017,96,6,-1,0,unknown,no
41,admin.,married,secondary,no,1705,no,no,cellular,7/30/2017,92,3,-1,0,unknown,no
36,services,married,secondary,no,0,yes,no,cellular,7/30/2017,54,12,-1,0,unknown,no
36,services,married,secondary,no,-11,yes,no,cellular,7/30/2017,172,28,-1,0,unknown,no
39,technician,married,tertiary,no,-1099,yes,no,cellular,7/30/2017,56,9,-1,0,unknown,no
